字號,字,聲母,韻母,調值,調類,備註
65,忠,tʂ,uə,31,陰平,
140,窮,tɕʰ,yəɣ,313,陽平,
150,風,f,əɣ,31,陰平,
262,紅,x,uəɣ,313,陽平,
361,冬,t,uəɣ,31,陰平,
401,農,l,uɤɣ,313,陽平,
445,龍,l,uəɣ,313,陽平,
510,封,f,əɣ,31,陰平,
706,邦,p,ɒ,31,陰平,
725,雙,ʂ,uɒ,31,陰平,
917,隨,s,uɛe,313,陽平,
1018,兒,0,ər,313,陽平,
1193,知,tʂ,ʅ,31,陰平,知道。
1288,姨,0,i,313,陽平,
1314,師,s,ɿ,31,陰平,
1344,資,ts,ɿ,31,陰平,
1358,飢,tɕ,i,31,陰平,飢餓。
1410,遲,tʂʰ,ʅ,313,陽平,
1661,時,s,ɿ,313,陽平,
1668,疑,0,i,313,陽平,
1995,衣,0,i,31,陰平,
2010,魚,0,y,313,陽平,
2126,鋤,tʂʰ,u,313,陽平,
2161,豬,tʂ,u,31,陰平,
2173,驢,l,y,313,陽平,
2470,朱,tʂ,u,31,陰平,
2797,租,ts,u,31,陰平,
2842,烏,v,u,31,陰平,
3066,雞,tɕ,i,31,陰平,
3130,西,ɕ,i,31,陰平,
3191,泥,n,i,313,陽平,泥土。
3207,閨,k,uɛe,31,陰平,
3269,鞋,ɕ,iɛ,313,陽平,
3273,牌,pʰ,ɛe,313,陽平,
3432,灰,x,uɛe,31,陰平,
3495,雷,l,ɛe,313,陽平,
3531,堆,t,uɛe,31,陰平,
3654,來,l,ɛe,313,陽平,
3681,災,ts,ɛe,31,陰平,
3776,新,ɕ,iəɣ,31,陰平,
3794,人,ʐ,əɣ,313,陽平,
4070,春,tʂʰ,uəɣ,31,陰平,
4150,雲,0,yəɣ,313,陽平,雲彩。
4219,分,f,əɣ,31,陰平,分開。
4422,言,0,iɛ,313,陽平,
4623,恩,n,əɤ,31,陰平,
4626,吞,tʰ,əɣ,31,陰平,
4655,安,n,æ,31,陰平,
4808,酸,s,uæ,31,陰平,
4813,團,tʰ,uæ,313,陽平,
4834,官,k,uæ,31,陰平,
4858,歡,x,uæ,31,陰平,
4933,般,p,æ,31,陰平,
4941,關,k,uæ,31,陰平,
4954,環,x,uæ,313,陽平,
4973,班,p,æ,31,陰平,
4995,姦,tɕ,iɛ,31,陰平,奸詐。
5009,山,s,æ,31,陰平,
5190,年,n,iɛ,313,陽平,
5309,錢,tɕʰ,iɛ,313,陽平,
5388,纏,tʂʰ,æ,313,陽平,
5449,全,tɕʰ,yɛ,313,陽平,
5575,圓,0,yɛ,313,陽平,
5605,拳,tɕʰ,yɛ,313,陽平,
5700,條,tʰ,iɐo,313,陽平,
6191,抓,tʂ,ua,31,陰平,
6251,高,k,ɐo,31,陰平,
6359,袍,pʰ,ɐo,313,陽平,
6370,桃,tʰ,ɐo,313,陽平,
6478,多,t,uo,31,陰平,
6552,羅,l,uo,313,陽平,
6572,河,x,ɤ,313,陽平,
6597,鍋,k,uo,31,陰平,
6624,婆,pʰ,o,313,陽平,
6666,騾,l,uo,313,陽平,
6731,茄,tɕʰ,iɛ,313,陽平,茄子。
6742,瘸,tɕʰ,yɛ,313,陽平,
6786,蛇,ʂ,ɤ,313,陽平,
6799,瓜,k,ua,31,陰平,
6807,花,x,ua,31,陰平,
6828,家,tɕ,ia,31,陰平,
6907,牙,0,ia,313,陽平,
6931,茶,tsʰ,a,313,陽平,
6942,斜,ɕ,iɛ,313,陽平,
6995,爹,t,iɛ,313,陽平,
7005,羊,0,iɒ,313,陽平,
7137,張,tʂ,ɒ,31,陰平,
7269,王,v,ɒ,313,陽平,
7367,當,t,ɒ,31,陰平,應當。
7401,桑,s,ɒ,31,陰平,
7435,黃,x,uɒ,313,陽平,
7467,光,k,uɒ,54,上聲,
7608,橫,x,əɣ,313,陽平,橫豎。
7718,榮,0,yəɣ,313,陽平,
7725,兄,ɕ,yəɣ,31,陰平,
7727,生,s,əɣ,31,陰平,
7765,耕,k,əɣ,31,陰平,
7795,宏,x,uəɣ,313,陽平,
7902,爭,ts,əɣ,31,陰平,
7916,精,tɕ,iəɣ,31,陰平,
7943,營,0,iəɣ,313,陽平,
8136,鈴,l,iəɣ,313,陽平,
8224,聽,tʰ,iəɣ,31,陰平,聽見。
8266,螢,0,iəɣ,313,陽平,
8321,冰,p,iəɣ,31,陰平,
8324,繩,ʂ,əɣ,313,陽平,
8482,留,l,iəu,313,陽平,
8588,牛,n,iəu,313,陽平,
8736,愁,tsʰ,əu,313,陽平,
8864,謀,m,u,313,陽平,
9107,林,l,iəɤ,313,陽平,
9123,針,tʂ,əɣ,313,陽平,
9176,心,ɕ,iəɣ,31,陰平,
9320,南,n,æ,313,陽平,南北。
9367,蠶,tsʰ,æ,313,陽平,
9444,三,s,æ,31,陰平,
9670,甜,tʰ,iɛ,313,陽平,
9704,鹹,ɕ,iɛ,313,陽平,咸魚。
9725,杉,s,æ,31,陰平,
9792,衫,s,æ,31,陰平,
10028,紙,ts,ɿ,54,上聲,
10312,跪,kʰ,uɛe,24,去聲,
10517,耳,0,ər,54,上聲,
10648,鬼,k,uɛe,54,上聲,
10748,女,n,y,54,上聲,
11012,土,tʰ,u,54,上聲,
11025,魯,l,əu,54,上聲,
11088,祖,ts,u,54,上聲,
11118,戶,x,u,24,去聲,
11217,洗,ɕ,i,54,上聲,
11296,矮,n,ɛe,54,上聲,
11301,解,tɕ,iɛ,54,上聲,解開。
11309,枴,k,uɛe,54,上聲,拐杖。
11376,每,m,ɛe,54,上聲,
11467,改,k,ɛe,54,上聲,
11631,允,0,yəɣ,54,上聲,
12073,滿,m,æ,54,上聲,
12139,限,ɕ,iɛ,24,去聲,
12166,眼,0,iɛ,54,上聲,
12213,繭,tɕ,iɛ,54,上聲,
12596,鳥,n,iɐo,54,上聲,
12677,趙,tʂ,ɐo,24,去聲,
12856,炒,tsʰ,ɐo,54,上聲,
13065,可,kʰ,ɤ,54,上聲,
