字號,字,聲母,韻母,調值,調類,備註
65,忠,pf,əŋ,423,陰平,
140,窮,tɕʰ,yəŋ,13,陽平,
150,風,f,ei,423,陰平,
150,風,f,əŋ,423,陰平,
262,紅,x,uəŋ,13,陽平,文讀
262,紅,x,uei,13,陽平,白讀。
361,冬,t,uei,423,陰平,白讀。
361,冬,t,uəŋ,423,陰平,文讀
401,農,l,uəŋ,13,陽平,
445,龍,l,uəŋ,13,陽平,
510,封,f,əŋ,423,陰平,
706,邦,p,əŋ,423,陰平,
725,雙,f,əŋ,423,陰平,文讀
725,雙,f,ə,423,陰平,白讀。
917,隨,s,uei,13,陽平,
1018,兒,0,ər,13,陽平,文讀
1018,兒,ʐ,ɿ,13,陽平,白讀。
1193,知,tʂ,ʅ,423,陰平,知道。
1288,姨,0,i,13,陽平,
1314,師,s,ɿ,423,陰平,
1344,資,ts,ɿ,423,陰平,
1358,飢,tɕ,i,423,陰平,飢餓。
1410,遲,tʂʰ,ʅ,13,陽平,
1661,時,s,ɿ,13,陽平,
1668,疑,ȵ,i,13,陽平,
1995,衣,ȵ,i,423,陰平,白讀。
2010,魚,0,y,13,陽平,
2126,鋤,tsʰ,ou,13,陽平,
2161,豬,pf,u,423,陰平,
2173,驢,l,y,13,陽平,
2470,朱,pf,u,423,陰平,
2797,租,ts,ou,423,陰平,
2842,烏,0,u,423,陰平,
3066,雞,tɕ,i,423,陰平,
3130,西,ɕ,i,423,陰平,
3191,泥,ȵ,i,13,陽平,泥土。
3207,閨,k,uei,423,陰平,
3269,鞋,x,ai,13,陽平,
3273,牌,pʰ,ai,13,陽平,
3432,灰,x,uei,423,陰平,
3495,雷,l,uei,13,陽平,
3531,堆,t,uei,423,陰平,
3654,來,l,ai,13,陽平,
3681,災,ts,ai,423,陰平,
3776,新,ɕ,iei,423,陰平,
3794,人,ʐ,ei,13,陽平,
4070,春,pfʰ,ei,423,陰平,
4150,雲,0,yei,13,陽平,雲彩。
4219,分,f,ei,423,陰平,分開。
4422,言,ȵ,iæ̃,13,陽平,白讀。
4422,言,0,iæ̃,13,陽平,文讀
4623,恩,ŋ,ei,423,陰平,
4626,吞,tʰ,ei,423,陰平,白讀。
4655,安,ŋ,æ̃,423,陰平,
4808,酸,s,uæ̃,423,陰平,
4813,團,tʰ,uæ̃,13,陽平,
4834,官,k,uæ̃,423,陰平,
4858,歡,x,uæ̃,423,陰平,
4933,般,p,æ̃,423,陰平,
4941,關,k,uæ̃,423,陰平,
4954,環,x,uæ̃,13,陽平,
4973,班,p,æ̃,423,陰平,
4995,姦,tɕ,iæ̃,423,陰平,奸詐。
5009,山,ʂ,æ̃,423,陰平,
5190,年,ȵ,iæ̃,13,陽平,
5309,錢,tɕʰ,iæ̃,13,陽平,
5388,纏,tʂʰ,æ̃,13,陽平,
5449,全,tɕʰ,yæ̃,13,陽平,
5575,圓,0,yæ̃,13,陽平,
5605,拳,tɕʰ,yæ̃,13,陽平,
5700,條,tʰ,iɑu,13,陽平,
6191,抓,pf,a,423,陰平,
6251,高,k,ɑu,423,陰平,
6359,袍,pʰ,ɑu,13,陽平,
6370,桃,tʰ,ɑu,13,陽平,
6478,多,t,ə,423,陰平,
6552,羅,l,uo,13,陽平,
6572,河,x,uo,13,陽平,
6597,鍋,k,uo,423,陰平,
6624,婆,pʰ,ə,13,陽平,
6666,騾,l,uo,13,陽平,
6731,茄,tɕʰ,ia,13,陽平,茄子。
6742,瘸,tɕʰ,yɛ,13,陽平,
6786,蛇,ʂ,a,13,陽平,
6799,瓜,k,ua,423,陰平,
6807,花,x,ua,423,陰平,
6828,家,tɕ,ia,423,陰平,
6907,牙,n,ia,13,陽平,
6931,茶,tʂʰ,a,13,陽平,
6942,斜,ɕ,ia,13,陽平,白讀。
6995,爹,t,ia,13,陽平,
7005,羊,0,iəŋ,13,陽平,文讀
7005,羊,0,iə,13,陽平,白讀。
7137,張,tʂ,ə,423,陰平,白讀。
7137,張,tʂ,əŋ,423,陰平,文讀
7269,王,0,uəŋ,13,陽平,
7367,當,t,əŋ,423,陰平,應當。
7401,桑,s,uo,423,陰平,白讀。
7401,桑,s,əŋ,423,陰平,文讀
7435,黃,x,uo,13,陽平,白讀。
7435,黃,x,uəŋ,13,陽平,文讀
7467,光,k,uəŋ,423,陰平,
7608,橫,x,uəŋ,33,去聲,橫豎。
7718,榮,0,yəŋ,13,陽平,
7725,兄,ɕ,yəŋ,423,陰平,
7727,生,s,əŋ,423,陰平,文讀
7727,生,ʂ,a,423,陰平,白讀。
7765,耕,tɕ,iɛ,423,陰平,白讀。
7765,耕,k,əŋ,423,陰平,文讀
7795,宏,x,uəŋ,13,陽平,
7902,爭,tʂ,a,423,陰平,白讀。
7902,爭,ts,əŋ,423,陰平,文讀
7916,精,tɕ,iəŋ,423,陰平,
7943,營,0,iəŋ,13,陽平,
8136,鈴,l,iəŋ,13,陽平,文讀
8136,鈴,l,iɛ,13,陽平,白讀。
8224,聽,tʰ,iəŋ,423,陰平,文讀
8224,聽,tʰ,iɛ,423,陰平,白讀。聽見。
8266,螢,0,iɛ,13,陽平,白讀。
8321,冰,p,iəŋ,423,陰平,
8324,繩,ʂ,əŋ,13,陽平,
8482,留,l,ou,13,陽平,
8588,牛,ŋ,ou,13,陽平,白讀。
8736,愁,tsʰ,ou,13,陽平,
8864,謀,m,u,33,去聲,
9107,林,l,iei,13,陽平,
9123,針,tʂ,ei,423,陰平,
9176,心,ɕ,iei,423,陰平,
9320,南,n,æ̃,13,陽平,南北。
9367,蠶,tsʰ,æ̃,13,陽平,
9444,三,s,æ̃,423,陰平,
9670,甜,tʰ,iæ̃,13,陽平,
9704,鹹,ɕ,iæ̃,13,陽平,咸魚。
9792,衫,s,æ̃,423,陰平,
10028,紙,ts,ɿ,53,上聲,
10312,跪,kʰ,uei,33,去聲,
10517,耳,0,ər,53,上聲,文讀
10517,耳,z,ɿ,53,上聲,白讀。
10648,鬼,k,uei,53,上聲,
10748,女,n,y,53,上聲,
11012,土,tʰ,u,53,上聲,
11025,魯,l,ou,53,上聲,
11088,祖,ts,ou,53,上聲,
11118,戶,x,u,33,去聲,
11217,洗,ɕ,i,53,上聲,
11296,矮,ŋ,ai,53,上聲,
11301,解,tɕ,iɛ,53,上聲,解開。
11309,枴,k,uai,53,上聲,拐杖。
11376,每,m,ei,53,上聲,
11467,改,k,ai,53,上聲,
11631,允,0,yei,53,上聲,
12073,滿,m,æ̃,53,上聲,
12139,限,ɕ,iæ̃,33,去聲,
12166,眼,ȵ,iæ,53,上聲,
12213,繭,tɕ,iæ̃,53,上聲,
12596,鳥,ȵ,iau,53,上聲,
12677,趙,tʂʰ,ɑu,33,去聲,
12856,炒,tsʰ,ɑu,53,上聲,
13065,可,kʰ,uo,53,上聲,
13076,左,ts,uo,33,去聲,
13079,果,k,uo,53,上聲,
13143,坐,tsʰ,uo,53,上聲,
13176,火,x,uo,53,上聲,
13216,啞,n,ia,53,上聲,
13248,姐,tɕ,ia,53,上聲,白讀。
13274,惹,ʐ,a,53,上聲,
13305,養,0,iə,53,上聲,白讀。
13305,養,0,iəŋ,53,上聲,文讀
13477,廣,k,uəŋ,53,上聲,
13634,杏,x,ɛ,33,去聲,白讀。
13634,杏,ɕ,iəŋ,33,去聲,文讀
13643,礦,kʰ,uəŋ,33,去聲,
13658,打,t,a,53,上聲,打擊。
13659,冷,l,əŋ,53,上聲,文讀
13659,冷,l,ia,53,上聲,白讀。
13690,整,tʂ,ɛ,53,上聲,白讀。
13690,整,tʂ,əŋ,53,上聲,文讀
13854,有,0,ou,53,上聲,
13916,婦,f,u,33,去聲,
14137,口,kʰ,ou,53,上聲,
14496,染,ʐ,æ̃,53,上聲,
14505,閃,ʂ,æ̃,53,上聲,
14741,夢,m,ei,33,去聲,
14778,用,0,yəŋ,33,去聲,
14824,巷,ɕ,iəŋ,33,去聲,文讀
14824,巷,x,əŋ,33,去聲,白讀。
14997,睡,f,u,33,去聲,白讀。
14997,睡,f,ei,33,去聲,文讀
15070,醉,ts,uei,33,去聲,文讀
15070,醉,tɕ,y,33,去聲,白讀。
15081,類,l,uei,53,上聲,
15111,櫃,kʰ,uei,33,去聲,
15284,鼻,pʰ,i,13,陽平,
15490,胃,0,uei,33,去聲,
15891,路,l,ou,33,去聲,
16019,步,p,u,33,去聲,
16222,桂,k,uei,33,去聲,
16295,歲,ɕ,y,33,去聲,白讀。
16295,歲,s,uei,33,去聲,文讀
16352,稅,f,ei,33,去聲,
16581,害,x,ai,33,去聲,
16639,最,ts,uei,33,去聲,
16654,外,0,uei,33,去聲,白讀。
16654,外,0,uai,33,去聲,文讀
16736,畫,x,ua,33,去聲,
16795,界,tɕ,iɛ,33,去聲,
16851,拜,p,ai,33,去聲,
16900,敗,pʰ,ai,33,去聲,
17029,塊,kʰ,uai,53,上聲,
17106,愛,ŋ,ai,33,去聲,
17157,肺,f,ei,33,去聲,
17209,認,ʐ,ei,33,去聲,
17389,問,v,ei,33,去聲,
17400,運,0,yei,33,去聲,
17501,飯,f,æ̃,33,去聲,
17570,悶,m,ei,33,去聲,
17639,炭,tʰ,æ̃,33,去聲,印刷為23此地去聲應為33。
17679,岸,ŋ,æ̃,33,去聲,
17919,棧,ts,æ̃,33,去聲,
18094,片,p,iæ̃,53,上聲,
18486,孝,ɕ,iau,33,去聲,
18707,餓,ŋ,ə,33,去聲,
18709,大,t,a,33,去聲,大小。文讀
18709,大,tʰ,ə,33,去聲,白讀。
18729,課,kʰ,uo,33,去聲,
18759,破,pʰ,ə,33,去聲,
18761,座,ts,uo,33,去聲,文讀
18761,座,tsʰ,uo,33,去聲,白讀。
18766,貨,x,uo,33,去聲,
19067,忘,v,ə,33,去聲,白讀。
19067,忘,v,əŋ,33,去聲,文讀
19146,湯,t,əŋ,423,陰平,
19174,映,0,iəŋ,33,去聲,
19312,定,t,iəŋ,33,去聲,
19362,剩,ʂ,əŋ,33,去聲,文讀
19362,剩,ʂ,ɛ,33,去聲,白讀。
19625,茂,m,ɑu,33,去聲,
19645,豆,t,ou,33,去聲,文讀
19645,豆,tʰ,ou,33,去聲,白讀。豆子。
19690,漚,ŋ,ou,33,去聲,
19831,暗,ŋ,æ̃,33,去聲,
20069,劔,tɕ,iæ̃,53,上聲,
20148,哭,kʰ,u,423,陰平,
20156,禿,tʰ,u,423,陰平,
20189,鹿,l,ou,423,陰平,
20290,木,m,u,423,陰平,
20303,福,f,u,423,陰平,
20323,服,f,u,13,陽平,
20438,熟,f,u,13,陽平,
20451,育,0,y,33,去聲,
20717,燭,ts,əu,423,陰平,
20751,局,tɕʰ,y,13,陽平,
20840,俗,ɕ,y,13,陽平,
20896,捉,pf,ə,423,陰平,
20934,剝,p,ə,423,陰平,
21060,學,ɕ,iə,13,陽平,
21102,日,ʐ,ʅ,423,陰平,
21353,筆,p,i,423,陰平,
21458,出,pfʰ,u,423,陰平,
21531,屈,tɕʰ,y,423,陰平,
21603,月,0,yɛ,423,陰平,
21687,發,f,a,423,陰平,出發。
21732,骨,k,u,423,陰平,骨頭。
21981,達,t,a,13,陽平,
22003,割,k,ə,423,陰平,
22156,脫,tʰ,uo,423,陰平,
22297,殺,ʂ,a,423,陰平,
22355,瞎,x,a,423,陰平,
22355,瞎,ɕ,ia,423,陰平,
22397,𨰉,tsʰ,a,13,陽平,
22453,血,tɕʰ,yɛ,423,陰平,
22467,缺,tɕ,yɛ,423,陰平,
22693,薛,ɕ,iɛ,423,陰平,
23025,虐,0,iə,423,陰平,
23104,著,tʂ,ə,13,陽平,
