字號,字,聲母,韻母,調值,調類,備註
1,東,t,uŋ,55,陰平,
2,菄,t,uŋ,55,陰平,
18,同,tʰ,uŋ,232,陽平,
19,仝,tʰ,uŋ,232,陽平,
20,童,t,əuŋ,232,陽平,
22,銅,tʰ,uŋ,232,陽平,
23,桐,t,əuŋ,232,陽平,
28,筒,t,əuŋ,232,陽平,
29,瞳,t,əuŋ,232,陽平,
63,中,tʃ,əuŋ,55,陰平,當中。
65,忠,tʃ,əuŋ,55,陰平,
67,蟲,tʃʰ,əuŋ,232,陽平,
75,終,tʃ,əuŋ,55,陰平,
93,崇,ʃ,əuŋ,232,陽平,
94,崈,ʃ,əuŋ,232,陽平,
97,嵩,s,əuŋ,55,陰平,
98,崧,s,əuŋ,55,陰平,
106,戎,0,iuŋ,232,陽平,
107,𢦦,0,iuŋ,232,陽平,
113,狨,0,iuŋ,232,陽平,
114,絨,0,iuŋ,232,陽平,
115,弓,k,əuŋ,55,陰平,
116,躳,k,əuŋ,55,陰平,
117,躬,k,əuŋ,55,陰平,
119,宮,k,əuŋ,55,陰平,
121,融,0,iuŋ,232,陽平,
122,融,0,iuŋ,232,陽平,
125,雄,h,əuŋ,232,陽平,
126,熊,0,iuŋ,232,陽平,
140,窮,kʰ,əuŋ,232,陽平,
143,馮,f,uŋ,232,陽平,
150,風,f,uŋ,55,陰平,
151,飌,f,uŋ,55,陰平,
152,楓,f,uŋ,55,陰平,
157,豐,f,uŋ,55,陰平,
165,充,tʃ,əuŋ,55,陰平,
172,隆,l,əuŋ,232,陽平,
178,空,h,əuŋ,55,陰平,
192,公,k,əuŋ,55,陰平,
193,功,k,əuŋ,55,陰平,
194,工,k,əuŋ,55,陰平,
196,蚣,k,əuŋ,55,陰平,
200,攻,k,əuŋ,55,陰平,
205,蒙,m,uŋ,232,陽平,
232,籠,l,uŋ,232,陽平,
240,聾,l,uŋ,232,陽平,
259,洪,h,əuŋ,232,陽平,
262,紅,h,əuŋ,232,陽平,
263,虹,h,əuŋ,232,陽平,
265,鴻,h,əuŋ,232,陽平,
282,叢,tsʰ,uŋ,232,陽平,
283,藂,tsʰ,uŋ,232,陽平,
287,翁,0,əuŋ,55,陰平,
295,怱,tsʰ,uŋ,55,陰平,
