字號,字,聲母,韻母,調值,調類,備註
1,東,t,uŋ,42,陰平,
1,東,t,œŋ,42,陰平,
18,同,t,œŋ,21,陽平,
18,同,t,uŋ,21,陽平,文讀，合同。
20,童,t,uŋ,21,陽平,
22,銅,t,œŋ,21,陽平,
23,桐,t,œŋ,21,陽平,
28,筒,t,œŋ,21,陽平,竹筒。
29,瞳,t,uŋ,21,陽平,
63,中,t,uŋ,42,陰平,中間。
65,忠,t,uŋ,42,陰平,
67,蟲,tʰ,œŋ,21,陽平,
68,沖,tsʰ,uŋ,42,陰平,
70,盅,ts,uŋ,42,陰平,
75,終,ts,uŋ,42,陰平,
90,忡,tsʰ,uŋ,42,陰平,
93,崇,ts,uŋ,21,陽平,
97,嵩,s,uŋ,42,陰平,
106,戎,x,yŋ,21,陽平,
114,絨,0,yŋ,21,陽平,
115,弓,k,yŋ,42,陰平,
117,躬,k,yŋ,42,陰平,
119,宮,k,yŋ,42,陰平,
121,融,0,yŋ,21,陽平,
125,雄,x,œŋ,21,陽平,
125,雄,x,yŋ,21,陽平,文讀，鴨雄。
126,熊,x,yŋ,21,陽平,
136,芎,k,yŋ,42,陰平,
140,窮,k,yŋ,21,陽平,
143,馮,x,uŋ,21,陽平,
150,風,x,uŋ,42,陰平,
152,楓,x,uŋ,42,陰平,
165,充,tsʰ,uŋ,42,陰平,
172,隆,l,uŋ,21,陽平,
178,空,kʰ,œŋ,42,陰平,
178,空,kʰ,uŋ,42,陰平,
192,公,k,uŋ,42,陰平,
193,功,k,uŋ,42,陰平,
194,工,k,œŋ,42,陰平,
194,工,k,uŋ,42,陰平,
196,蚣,k,uŋ,42,陰平,
200,攻,k,uŋ,42,陰平,
205,蒙,m,uŋ,21,陽平,
211,矇,m,uŋ,21,陽平,
228,朦,m,uŋ,21,陽平,
232,籠,l,uŋ,21,陽平,
232,籠,l,œŋ,21,陽平,
235,朧,l,uŋ,21,陽平,
240,聾,l,œŋ,21,陽平,
240,聾,l,uŋ,21,陽平,
242,礱,l,œŋ,21,陽平,
242,礱,l,uŋ,21,陽平,
245,嚨,l,uŋ,21,陽平,
245,嚨,l,œŋ,21,陽平,
259,洪,x,uŋ,21,陽平,
262,紅,x,uŋ,21,陽平,
263,虹,x,uŋ,21,陽平,
265,鴻,x,uŋ,21,陽平,
282,叢,ts,uŋ,21,陽平,
287,翁,0,œŋ,42,陰平,
287,翁,0,uŋ,42,陰平,漁翁，舅翁：舅祖父。
297,葱,tsʰ,œŋ,42,陰平,
297,葱,tsʰ,uŋ,42,陰平,
300,聦,tsʰ,uŋ,42,陰平,
305,囪,tsʰ,uŋ,42,陰平,
310,通,tʰ,œŋ,42,陰平,
310,通,tʰ,uŋ,42,陰平,
326,椶,ts,œŋ,42,陰平,
327,騣,ts,uŋ,42,陰平,
327,騣,ts,œŋ,42,陰平,
341,蓬,pʰ,uŋ,21,陽平,
343,篷,pʰ,uŋ,21,陽平,
351,烘,x,uŋ,42,陰平,
351,烘,x,ɔŋ,42,陰平,
361,冬,t,uŋ,42,陰平,
361,冬,t,œŋ,42,陰平,
368,彤,t,uŋ,21,陽平,
394,淙,tsʰ,uŋ,21,陽平,
401,農,n,u,21,陽平,
410,儂,n,œŋ,21,陽平,人。
412,膿,n,uŋ,21,陽平,
412,膿,n,œŋ,21,陽平,
422,宗,ts,uŋ,42,陰平,
424,鬆,s,uŋ,42,陰平,
428,鐘,ts,uŋ,42,陰平,
445,龍,l,uŋ,21,陽平,
454,舂,ts,uŋ,42,陰平,
460,松,s,uŋ,21,陽平,松樹。
465,衝,tsʰ,uŋ,42,陰平,
475,容,0,yŋ,21,陽平,
476,溶,0,yŋ,21,陽平,
478,庸,0,yŋ,21,陽平,
484,鎔,0,yŋ,21,陽平,
488,傭,0,yŋ,21,陽平,
493,蓉,0,yŋ,21,陽平,
510,封,x,uŋ,42,陰平,
515,胷,x,yŋ,42,陰平,
516,凶,x,yŋ,42,陰平,
519,洶,x,yŋ,42,陰平,
522,兇,x,yŋ,42,陰平,
524,匈,x,yŋ,42,陰平,
529,邕,0,uŋ,42,陰平,
530,雍,0,uŋ,42,陰平,
536,癰,0,uŋ,42,陰平,
547,濃,n,uŋ,21,陽平,
553,重,tʰ,uŋ,21,陽平,
553,重,t,uŋ,21,陽平,重複。
560,從,ts,uŋ,21,陽平,服從。
570,逢,x,uŋ,21,陽平,
571,縫,x,uŋ,21,陽平,裁縫。
577,捀,pʰ,uŋ,21,陽平,～茶。
578,峯,x,uŋ,42,陰平,
578,峯,pʰ,uŋ,42,陰平,
579,鋒,x,uŋ,42,陰平,
580,丰,x,uŋ,42,陰平,
585,蜂,pʰ,uŋ,42,陰平,
585,蜂,x,uŋ,42,陰平,
590,烽,x,uŋ,42,陰平,
595,縱,ts,uŋ,42,陰平,縱橫。
597,蹤,ts,uŋ,42,陰平,
604,茸,0,yŋ,21,陽平,
615,邛,k,yŋ,21,陽平,
633,恭,k,yŋ,42,陰平,
634,龔,k,yŋ,51,上聲,
635,供,k,yŋ,42,陰平,文讀，供囝。
635,供,k,œŋ,42,陰平,
664,江,k,ɔŋ,42,陰平,
665,扛,kʰ,ɔŋ,21,陽平,
665,扛,k,ɔŋ,42,陰平,文讀，扛木頭。
670,豇,k,ɔŋ,42,陰平,
671,肛,k,ɔŋ,42,陰平,
698,䆫,tsʰ,ɔŋ,42,陰平,
698,䆫,tʰ,uŋ,42,陰平,
706,邦,p,ɔŋ,42,陰平,
712,降,x,ɔŋ,21,陽平,投降。
725,雙,s,uŋ,42,陰平,
725,雙,s,uaŋ,42,陰平,
732,龐,pʰ,aŋ,21,陽平,
742,腔,kʰ,yøŋ,42,陰平,
765,樁,t,ɔŋ,42,陰平,
772,支,k,i,42,陰平,
772,支,ts,ie,42,陰平,
778,栀,ts,ie,42,陰平,
779,枝,k,i,42,陰平,
779,枝,ts,ie,42,陰平,
783,肢,ts,ie,42,陰平,
