字號,字,聲母,韻母,調值,調類,備註
65,忠,ts,uəŋ,213,陰平上,
140,窮,tɕʰ,yŋ,55,去聲,
150,風,f,əŋ,213,陽平上,
262,紅,x,uəŋ,33,陽平,
361,冬,t,uəŋ,213,陰平上,
401,農,n,əŋ,213,陰平上,
445,龍,l,uəŋ,33,陽平,
510,封,f,əŋ,213,陽平上,
706,邦,p,ɔ̃,213,陰平上,
725,雙,tsʰ,uɔ̃,213,陰平上,
917,隨,s,uei,33,陽平,
1018,兒,0,ər,33,陽平,
1193,知,ts,ɿ,213,陰平上,知道。
1288,姨,z,ɿ,33,陽平,
1314,師,s,ɿ,213,陰平上,
1344,資,ts,ɿ,213,陰平上,
1358,飢,ts,ɿ,213,陰平上,飢餓。
1410,遲,tsʰ,ɿ,33,陽平,
1661,時,ʂ,ɿ,33,陽平,
1668,疑,z,ɿ,33,陽平,
1995,衣,z,ɿ,213,陰平上,
2010,魚,z,ɥ,33,陽平,
2126,鋤,tsʰ,uo,33,陽平,
2161,豬,ts,u,213,陰平上,
2173,驢,0,ər,33,陽平,
2470,朱,ts,u,213,陰平上,
2797,租,ts,uo,213,陰平上,
2842,烏,v,u,213,陰平上,
3066,雞,ts,ɿ,213,陰平上,
3130,西,s,ɿ,213,陰平上,
3191,泥,m,ɿ,33,陽平,泥土。
3207,閨,k,uei,213,陰平上,
3269,鞋,ɕ,iɛ,33,陽平,
3273,牌,pʰ,ɛ,33,陽平,
3432,灰,x,uei,213,陰平上,
3495,雷,l,uei,33,陽平,
3531,堆,t,uei,213,陰平上,
3654,來,l,ɛ,33,陽平,
3681,災,ts,ɛ,213,陰平上,
3776,新,ɕ,iŋ,213,陰平上,
3794,人,z,əŋ,33,陽平,
4070,春,tsʰ,uəŋ,213,陰平上,
4150,雲,0,yŋ,33,陽平,雲彩。
4219,分,f,əŋ,213,陰平上,分開。
4422,言,0,ɪ,33,陽平,
4623,恩,ŋ,əŋ,213,陰平上,
4626,吞,tʰ,əŋ,213,陰平上,
4655,安,ŋ,an,213,陰平上,
4808,酸,s,uan,213,陰平上,
4813,團,tʰ,uan,33,陽平,
4834,官,k,uan,213,陰平上,
4858,歡,x,uan,213,陰平上,
4933,般,p,an,213,陰平上,
4941,關,k,uan,213,陰平上,
4954,環,x,uan,33,陽平,
4973,班,p,an,213,陰平上,
4995,姦,tɕ,ɪ,213,陰平上,奸詐。
5009,山,s,an,213,陰平上,
5190,年,n,ɪ,33,陽平,
5309,錢,tɕʰ,ɪ,33,陽平,
5388,纏,tsʰ,an,33,陽平,
5449,全,tsʰ,uei,33,陽平,
5575,圓,z,uei,33,陽平,
5605,拳,tsʰ,uei,33,陽平,
5700,條,tʰ,iɔ,33,陽平,文讀
5700,條,tɕʰ,iɔ,33,陽平,白讀。
6191,抓,ts,ua,213,陰平上,
6251,高,k,ɔ,213,陰平上,
6359,袍,pʰ,ɔ,33,陽平,
6370,桃,tʰ,ɔ,33,陽平,
6478,多,t,uo,213,陰平上,
6552,羅,l,uo,33,陽平,
6572,河,x,ɤ,33,陽平,
6597,鍋,k,uo,213,陰平上,
6624,婆,pʰ,ɤ,33,陽平,
6666,騾,l,uo,33,陽平,
6731,茄,tɕʰ,iɛ,33,陽平,茄子。
6742,瘸,tɕʰ,yɛ,33,陽平,
6786,蛇,ɕ,iɛ,33,陽平,
6799,瓜,k,ua,213,陰平上,
6807,花,x,ua,213,陰平上,
6828,家,tɕ,iɑ,213,陰平上,
6907,牙,0,ia,33,陽平,
6931,茶,tsʰ,a,33,陽平,
6942,斜,ɕ,iɛ,33,陽平,
6995,爹,t,iɛ,213,陰平上,
7005,羊,0,iɔ̃,33,陽平,
7137,張,ts,ɔ̃,213,陰平上,
7269,王,v,ɔ̃,33,陽平,
7367,當,t,ɔ̃,213,陰平上,應當。
7401,桑,s,ɔ̃,213,陰平上,
7435,黃,x,uɔ̃,33,陽平,
7467,光,k,uɔ̃,213,陰平上,
7608,橫,x,uəŋ,33,陽平,橫豎。
7718,榮,0,yŋ,33,陽平,
7725,兄,ɕ,yŋ,213,陰平上,文讀
7725,兄,s,ɥ,213,陰平上,白讀。
7727,生,s,əŋ,213,陰平上,
7765,耕,k,əŋ,213,陰平上,
7795,宏,x,uəŋ,33,陽平,
7902,爭,ts,əŋ,213,陽平上,
7916,精,tɕ,iŋ,213,陰平上,
7943,營,0,iŋ,33,陽平,
8136,鈴,l,iŋ,33,陽平,
8224,聽,tʰ,iŋ,213,陰平上,聽見。
8266,螢,0,iŋ,33,陽平,
8321,冰,p,iŋ,213,陰平上,
8324,繩,s,əŋ,33,陽平,
8482,留,l,iəu,33,陽平,
8588,牛,n,iəu,33,陽平,
8588,牛,0,iəu,33,陽平,
8736,愁,tsʰ,əu,33,陽平,
8864,謀,0,m̩,33,陽平,
9107,林,l,iŋ,33,陽平,
9123,針,ts,əŋ,213,陰平上,
9176,心,ɕ,iŋ,213,陰平上,
9320,南,n,an,33,陽平,南北。
9367,蠶,tsʰ,an,33,陽平,
9444,三,s,an,213,陰平上,
9670,甜,tʰ,ɪ,33,陽平,文讀
9670,甜,tɕʰ,ɪ,33,陽平,白讀。
9704,鹹,ɕ,ɪ,33,陽平,咸魚。
9725,杉,s,an,213,陰平上,
9792,衫,s,an,213,陰平上,
10028,紙,ts,ɿ,213,陰平上,
