字號,字,聲母,韻母,調值,調類,備註
65,忠,tʂ,uə̃,312,陰平上,
140,窮,tɕʰ,yə̃,35,陽平,
150,風,f,ə̃,312,陰平上,
262,紅,x,uə̃,35,陽平,
361,冬,t,uə̃,312,陰平上,
401,農,n,ə̃,35,陽平,
445,龍,l,uə̃,35,陽平,
510,封,f,ə̃,312,陰平上,
706,邦,p,ɒ,312,陰平上,
725,雙,ʂ,uɒ,312,陰平上,
917,隨,s,uei,35,陽平,
1018,兒,0,ər,35,陽平,
1193,知,tʂ,ʅ,312,陰平上,知道。
1288,姨,0,i,35,陽平,
1314,師,s,ɿ,312,陰平上,
1344,資,ts,ɿ,312,陰平上,
1358,飢,tɕ,i,312,陰平上,飢餓。
1410,遲,tʂʰ,ɿ,35,陽平,
1661,時,s,ɿ,35,陽平,
1668,疑,0,i,35,陽平,
1995,衣,0,i,312,陰平上,
2010,魚,0,y,35,陽平,
2126,鋤,tʂʰ,u,35,陽平,文讀，白讀。
2161,豬,tʂ,u,312,陰平上,
2173,驢,l,y,35,陽平,
2470,朱,tʂ,u,312,陰平上,
2797,租,ts,u,312,陰平上,
2842,烏,v,u,312,陰平上,
3066,雞,tɕ,i,312,陰平上,
3130,西,ɕ,i,312,陰平上,
3191,泥,n,i,35,陽平,泥土。
3207,閨,k,uei,312,陰平上,
3269,鞋,ɕ,iɛ,35,陽平,
3273,牌,pʰ,ɛ,35,陽平,
3432,灰,x,uei,312,陰平上,
3495,雷,l,i,35,陽平,
3531,堆,t,uei,312,陰平上,
3654,來,l,ɛ,35,陽平,
3681,災,ts,ɛ,312,陰平上,
3776,新,ɕ,iə̃,312,陰平上,
3794,人,ʐ,ə̃,35,陽平,
4070,春,tʂʰ,uə̃,312,陰平上,
4150,雲,0,yə̃,35,陽平,雲彩。
4219,分,f,ə̃,312,陰平上,分開。
4422,言,0,iɛ,35,陽平,
4623,恩,n,ə̃,312,陰平上,
4626,吞,tʰ,ə̃,312,陰平上,
4655,安,n,æ,312,陰平上,
4808,酸,s,uæ,312,陰平上,
4813,團,tʰ,uæ,35,陽平,
4834,官,k,uæ,312,陰平上,
4858,歡,x,uæ,312,陰平上,
4933,般,p,æ,312,陰平上,
4941,關,k,uæ,312,陰平上,
4954,環,x,uæ,35,陽平,
4973,班,p,æ,312,陰平上,
4995,姦,tɕ,iɛ,312,陰平上,奸詐。
5009,山,s,æ,312,陰平上,
5190,年,n,iɛ,35,陽平,
5309,錢,tɕʰ,iɛ,35,陽平,
5388,纏,tʂʰ,æ,35,陽平,
5449,全,tɕʰ,yɛ,35,陽平,
5575,圓,0,yɛ,35,陽平,
5605,拳,tɕʰ,yɛ,35,陽平,
5700,條,tɕʰ,iɔo,35,陽平,
6191,抓,ts,uɑ,312,陰平上,
6251,高,k,ɔo,312,陰平上,
6359,袍,pʰ,ɔo,35,陽平,
