字號,字,聲母,韻母,調值,調類,備註
1,東,t,uŋ,35,陰平,
2,菄,t,uŋ,35,陰平,
18,同,t,uŋ,213,陽平,
19,仝,t,uŋ,213,陽平,
20,童,t,uŋ,213,陽平,
22,銅,t,uŋ,213,陽平,
23,桐,t,uŋ,213,陽平,
28,筒,t,uŋ,213,陽平,
29,瞳,t,uŋ,213,陽平,
63,中,tʃ,uŋ,35,陰平,當中。
65,忠,tʃ,uŋ,35,陰平,
67,蟲,tʃ,uŋ,213,陽平,
75,終,tʃ,uŋ,35,陰平,
93,崇,tʃ,uŋ,213,陽平,
94,崈,tʃ,uŋ,213,陽平,
97,嵩,ɬ,uŋ,35,陰平,
98,崧,ɬ,uŋ,35,陰平,
106,戎,0,iuŋ,213,陽平,
107,𢦦,0,iuŋ,213,陽平,
113,狨,0,iuŋ,213,陽平,
114,絨,0,iuŋ,213,陽平,
115,弓,k,uŋ,35,陰平,
116,躳,k,uŋ,35,陰平,
117,躬,k,uŋ,35,陰平,
119,宮,k,uŋ,35,陰平,
121,融,0,iuŋ,213,陽平,
122,融,0,iuŋ,213,陽平,
125,雄,0,iuŋ,213,陽平,
126,熊,0,iuŋ,213,陽平,
140,窮,k,uŋ,213,陽平,
143,馮,f,uŋ,213,陽平,
150,風,f,uŋ,35,陰平,
151,飌,f,uŋ,35,陰平,
152,楓,f,uŋ,35,陰平,
157,豐,f,uŋ,35,陰平,
165,充,tʃʰ,uŋ,35,陰平,
172,隆,l,uŋ,213,陽平,
178,空,h,uŋ,35,陰平,
192,公,k,uŋ,35,陰平,
193,功,k,uŋ,35,陰平,
194,工,k,uŋ,35,陰平,
196,蚣,k,uŋ,35,陰平,
200,攻,k,uŋ,35,陰平,
205,蒙,m,uŋ,213,陽平,
232,籠,l,uŋ,213,陽平,
240,聾,l,uŋ,213,陽平,
259,洪,h,uŋ,213,陽平,
262,紅,h,uŋ,213,陽平,
263,虹,tʃ,aŋ,35,陰平,
265,鴻,h,uŋ,213,陽平,
282,叢,tʃ,uŋ,213,陽平,
283,藂,tʃ,uŋ,213,陽平,
287,翁,ʔ,uŋ,35,陰平,
295,怱,tʃʰ,uŋ,35,陰平,
296,忩,tʃʰ,uŋ,35,陰平,
297,葱,tʃʰ,uŋ,35,陰平,
300,聦,tʃʰ,uŋ,35,陰平,
305,囪,tʃʰ,uŋ,35,陰平,
310,通,tʰ,uŋ,55,陰去,
326,椶,tʃ,uŋ,35,陰平,
327,騣,tʃ,uŋ,35,陰平,
341,蓬,f,uŋ,213,陽平,
343,篷,f,uŋ,213,陽平,
351,烘,h,uŋ,35,陰平,
361,冬,t,uŋ,35,陰平,
362,𡘬,t,uŋ,35,陰平,
369,疼,t,ɐŋ,213,陽平,
401,農,n,uŋ,213,陽平,
402,䢉,n,uŋ,213,陽平,
403,辳,n,uŋ,213,陽平,
404,𨑋,n,uŋ,213,陽平,
410,儂,n,uŋ,213,陽平,
411,𧗕,n,uŋ,213,陽平,
412,膿,n,uŋ,213,陽平,
422,宗,tʃ,uŋ,35,陰平,
424,鬆,ɬ,uŋ,35,陰平,松散。
425,䯳,ɬ,uŋ,35,陰平,松散。
427,鍾,tʃ,uŋ,35,陰平,
428,鐘,tʃ,uŋ,35,陰平,
445,龍,l,uŋ,213,陽平,
454,舂,tʃʰ,uŋ,35,陰平,
460,松,ɬ,uŋ,35,陰平,松樹。
461,㮤,ɬ,uŋ,35,陰平,松樹。
464,𧘂,tʃʰ,uŋ,35,陰平,
465,衝,tʃʰ,uŋ,35,陰平,
475,容,0,iuŋ,213,陽平,
478,庸,0,iuŋ,213,陽平,
479,𦤘,0,iuŋ,213,陽平,
484,鎔,0,iuŋ,213,陽平,
493,蓉,0,iuŋ,213,陽平,
510,封,f,uŋ,35,陰平,
511,𡉚,f,uŋ,35,陰平,
515,胷,h,uŋ,35,陰平,
516,凶,h,uŋ,35,陰平,吉凶。
517,𣧑,h,uŋ,35,陰平,吉凶。
522,兇,h,uŋ,35,陰平,凶惡。
530,雍,ʔ,uŋ,35,陰平,
536,癰,ʔ,uŋ,35,陰平,
547,濃,n,uŋ,213,陽平,
553,重,tʃ,uŋ,213,陽平,重複。
560,從,tʃ,uŋ,213,陽平,跟從。
561,从,tʃ,uŋ,213,陽平,跟從。
570,逢,f,uŋ,213,陽平,
