字號,字,聲母,韻母,調值,調類,備註
772,支,ts,ɿ,52,陰平,
891,吹,tsʰ,ɿ,52,陰平,
908,碑,p,e,52,陰平,
1008,匙,z,ɿ,231,陽平,
1121,施,s,ɿ,52,陰平,
1188,雌,tsʰ,ɿ,52,陰平,
1193,知,ts,ɿ,52,陰平,
1194,䵹,ts,ɿ,52,陰平,
1195,鼅,ts,ɿ,52,陰平,
1196,蜘,ts,ɿ,52,陰平,
1210,馳,z,ɿ,231,陽平,
1278,脂,ts,ɿ,52,陰平,
1314,師,s,ɿ,52,陰平,
1344,資,ts,ɿ,52,陰平,
1393,瓷,z,ɿ,231,陽平,
1410,遲,z,ɿ,231,陽平,
1411,遟,z,ɿ,231,陽平,
1421,私,s,ɿ,52,陰平,
1565,悲,p,e,52,陰平,
1584,丕,pʰ,e,52,陰平,
1585,㔻,pʰ,e,52,陰平,
1630,之,ts,ɿ,52,陰平,
1630,之,ts,ɿ,44,陰上,
1661,時,z,ɿ,231,陽平,
1662,旹,z,ɿ,231,陽平,
1676,絲,s,ɿ,52,陰平,
1718,詩,s,ɿ,52,陰平,
1768,詞,z,ɿ,231,陽平,
1831,癡,tsʰ,ɿ,52,陰平,
1834,痴,tsʰ,ɿ,52,陰平,
1836,持,z,ɿ,231,陽平,
1846,礠,z,ɿ,231,陽平,
1854,滋,ts,ɿ,52,陰平,
2010,魚,ɦ,ŋ̀,231,陽平,
2011,𩺰,ɦ,ŋ̀,231,陽平,
2022,書,ɕ,y,52,陰平,
2161,豬,ts,ɿ,52,陰平,
2162,䐗,ts,ɿ,52,陰平,
2163,猪,ts,ɿ,52,陰平,
2184,諸,tɕ,y,52,陰平,
2191,除,ʑ,y,231,陽平,
2204,如,ʑ,y,231,陽平,
2362,儒,ʑ,y,231,陽平,
2362,儒,l,u,231,陽平,
2405,殊,ʑ,y,231,陽平,
2471,珠,tɕ,y,52,陰平,
2608,輸,ɕ,y,335,陰去,松江方言古全清平聲多讀成陰平，但此字卻讀成陰去調。
2616,廚,ʑ,y,231,陽平,
2780,吳,v,Y,231,陽平,
2780,吳,β,u,231,陽平,
3264,街,k,ɑ,52,陰平,
3268,鞵,ɦ,ɑ,231,陽平,
3269,鞋,ɦ,ɑ,231,陽平,
3273,牌,b,ɑ,231,陽平,
3295,柴,z,ɑ,231,陽平,
3310,差,tsʰ,ɑ,52,陰平,出差之意
3333,籭,s,ɑ,52,陰平,
3333,籭,s,ɿ,52,陰平,
3346,階,tɕ,iɑ,52,陰平,
3346,階,k,ɑ,52,陰平,
3351,堦,k,ɑ,52,陰平,
3351,堦,tɕ,iɑ,52,陰平,
3355,街,k,ɑ,52,陰平,
3360,𢰇,ʔ,ɑ,52,陰平,挨近之意
3368,鞋,ɦ,ɑ,231,陽平,
3370,排,b,ɑ,231,陽平,
3373,牌,b,ɑ,231,陽平,
3395,豺,z,ᴇ,231,陽平,
3395,豺,z,ɑ,231,陽平,
3404,埋,ʔm,ɑ,52,陰平,
3404,埋,ʔm,ɑ,231,陽平,
3408,齋,ts,ɑ,52,陰平,
3408,齋,ts,ᴇ,52,陰平,
3418,揩,kʰ,ɑ,52,陰平,
3472,媒,m,e,231,陽平,
3495,雷,l,e,231,陽平,
