字號,字,聲母,韻母,調值,調類,備註
1,東,t,uŋ,44,陰平,
2,菄,t,uŋ,44,陰平,
18,同,tʰ,uŋ,22,陽平,
19,仝,tʰ,uŋ,22,陽平,
20,童,tʰ,uŋ,22,陽平,
22,銅,tʰ,uŋ,22,陽平,
23,桐,tʰ,uŋ,22,陽平,
28,筒,tʰ,uŋ,22,陽平,
29,瞳,tʰ,uŋ,22,陽平,
63,中,tʃ,uŋ,44,陰平,當中。
65,忠,tʃ,uŋ,44,陰平,
67,蟲,tʃʰ,uŋ,22,陽平,
75,終,tʃ,uŋ,44,陰平,
93,崇,ɬ,uŋ,22,陽平,
94,崈,ɬ,uŋ,22,陽平,
97,嵩,ɬ,uŋ,44,陰平,
98,崧,ɬ,uŋ,44,陰平,
106,戎,0,iuŋ,22,陽平,
107,𢦦,0,iuŋ,22,陽平,
113,狨,0,iuŋ,22,陽平,
114,絨,0,iuŋ,22,陽平,
115,弓,k,uŋ,44,陰平,
116,躳,k,uŋ,44,陰平,
117,躬,k,uŋ,44,陰平,
119,宮,k,uŋ,44,陰平,
121,融,h,uŋ,22,陽平,
122,融,h,uŋ,22,陽平,
125,雄,h,uŋ,22,陽平,
126,熊,0,iuŋ,22,陽平,
140,窮,kʰ,uŋ,22,陽平,
143,馮,f,uŋ,22,陽平,
150,風,f,uŋ,44,陰平,
151,飌,f,uŋ,44,陰平,
152,楓,f,uŋ,44,陰平,
157,豐,f,uŋ,44,陰平,
165,充,tʃʰ,uŋ,44,陰平,
172,隆,l,uŋ,22,陽平,
178,空,h,uŋ,44,陰平,
192,公,k,uŋ,44,陰平,
193,功,k,uŋ,44,陰平,
194,工,k,uŋ,44,陰平,
196,蚣,k,uŋ,44,陰平,
200,攻,k,uŋ,44,陰平,
205,蒙,m,uŋ,22,陽平,
232,籠,l,uŋ,22,陽平,
240,聾,l,uŋ,22,陽平,
259,洪,h,uŋ,22,陽平,
262,紅,h,uŋ,22,陽平,
263,虹,h,uŋ,22,陽平,
265,鴻,h,uŋ,22,陽平,
282,叢,ɬ,uŋ,22,陽平,
283,藂,ɬ,uŋ,22,陽平,
287,翁,0,iuŋ,44,陰平,
295,怱,tʃʰ,uŋ,44,陰平,
296,忩,tʃʰ,uŋ,44,陰平,
297,葱,tʃʰ,uŋ,44,陰平,
300,聦,tʃʰ,uŋ,44,陰平,
305,囪,tʃʰ,uŋ,44,陰平,
310,通,tʰ,uŋ,44,陰平,
326,椶,tʃ,uŋ,44,陰平,
327,騣,tʃ,uŋ,44,陰平,
341,蓬,f,uŋ,22,陽平,
343,篷,f,uŋ,22,陽平,
351,烘,h,øŋ,52,陰去,
361,冬,t,uŋ,44,陰平,
362,𡘬,t,uŋ,44,陰平,
369,疼,tʰ,ɐŋ,22,陽平,
401,農,n,uŋ,22,陽平,
402,䢉,n,uŋ,22,陽平,
403,辳,n,uŋ,22,陽平,
404,𨑋,n,uŋ,22,陽平,
410,儂,n,uŋ,44,陰平,
411,𧗕,n,uŋ,22,陽平,
412,膿,n,uŋ,22,陽平,
422,宗,tʃ,uŋ,44,陰平,
424,鬆,ɬ,uŋ,44,陰平,松散。
425,䯳,ɬ,uŋ,44,陰平,松散。
427,鍾,tʃ,uŋ,44,陰平,
428,鐘,tʃ,uŋ,44,陰平,
445,龍,l,uŋ,22,陽平,
454,舂,tʃ,uŋ,44,陰平,
460,松,tʃʰ,uŋ,22,陽平,松樹。
461,㮤,tʃʰ,uŋ,22,陽平,松樹。
464,𧘂,tʃʰ,uŋ,44,陰平,
465,衝,tʃʰ,uŋ,44,陰平,
475,容,0,iuŋ,22,陽平,
478,庸,0,iuŋ,22,陽平,
479,𦤘,0,iuŋ,22,陽平,
484,鎔,0,iuŋ,22,陽平,
493,蓉,0,iuŋ,22,陽平,
510,封,f,uŋ,44,陰平,
511,𡉚,f,uŋ,44,陰平,
515,胷,h,uŋ,44,陰平,
516,凶,h,uŋ,44,陰平,吉凶。
517,𣧑,h,uŋ,44,陰平,吉凶。
522,兇,h,uŋ,44,陰平,凶惡。
530,雍,0,iuŋ,44,陰平,
536,癰,0,iuŋ,34,陰上,
547,濃,n,uŋ,22,陽平,
553,重,tʃʰ,uŋ,22,陽平,重複。
560,從,tʃʰ,uŋ,22,陽平,跟從。
561,从,tʃʰ,uŋ,22,陽平,跟從。
570,逢,f,uŋ,22,陽平,
571,縫,f,uŋ,22,陽平,縫衣服。
578,峯,f,uŋ,44,陰平,
579,鋒,f,uŋ,44,陰平,
584,蠭,f,uŋ,44,陰平,
585,蜂,f,uŋ,44,陰平,
586,𧒒,f,uŋ,44,陰平,
597,蹤,tʃ,uŋ,44,陰平,
604,茸,0,iuŋ,22,陽平,
633,恭,k,uŋ,44,陰平,
635,供,k,uŋ,44,陰平,
664,江,k,iaŋ,44,陰平,
665,扛,kʰ,øŋ,22,陽平,
669,矼,tʃʰ,øŋ,44,陰平,
698,䆫,tʃʰ,øŋ,44,陰平,
700,窓,tʃʰ,øŋ,44,陰平,
706,邦,p,ɛŋ,44,陰平,
707,𤰫,p,ɛŋ,44,陰平,
713,缸,k,øŋ,44,陰平,
714,瓨,k,øŋ,44,陰平,
718,胮,pʰ,øŋ,44,陰平,腫。
719,𤵸,pʰ,øŋ,44,陰平,腫。
725,雙,ʃ,øŋ,44,陰平,
732,龐,pʰ,iɛŋ,22,陽平,
742,腔,h,uŋ,44,陰平,
743,𤟄,h,uŋ,44,陰平,
744,羫,h,uŋ,44,陰平,
765,樁,tʃ,øŋ,44,陰平,
772,支,tʃ,i,44,陰平,
778,栀,tʃ,i,44,陰平,梔子花。
779,枝,tʃ,i,44,陰平,
783,肢,tʃ,i,44,陰平,
784,胑,tʃ,i,44,陰平,
785,𨈛,tʃ,i,44,陰平,
798,眵,tʃʰ,i,44,陰平,眼眵。
801,移,h,ɐi,22,陽平,
802,䄬,h,ɐi,22,陽平,
833,爲,0,uɐi,22,陽平,作為。
834,為,0,uɐi,22,陽平,作為。
841,𪎮,0,uai,44,陰平,
842,麾,0,uai,44,陰平,
849,萎,0,uai,34,陰上,氣萎。
858,糜,m,ɐi,22,陽平,粥。
877,錘,tʃʰ,ui,22,陽平,
879,𡍮,ʃ,ui,22,陽平,
880,垂,ʃ,ui,22,陽平,
891,吹,tʃʰ,ui,44,陰平,
892,炊,tʃʰ,ui,44,陰平,
897,披,pʰ,ɐi,44,陰平,
908,碑,p,ɐi,44,陰平,
917,隨,tʃʰ,ui,22,陽平,
920,虧,kʰ,uai,44,陰平,
921,闚,kʰ,uai,44,陰平,
922,窺,kʰ,uai,44,陰平,
923,奇,kʰ,ɐi,22,陽平,
925,騎,kʰ,ɐi,22,陽平,
936,岐,kʰ,ɐi,22,陽平,
959,犧,h,ɐi,44,陰平,
988,宜,ȵ,i,22,陽平,
989,宐,ȵ,i,22,陽平,
990,𡪀,ȵ,i,22,陽平,
991,𡨆,ȵ,i,22,陽平,
992,儀,ȵ,i,22,陽平,
993,𥫃,ȵ,i,22,陽平,
999,皮,pʰ,ɐi,22,陽平,
1000,疲,pʰ,ɐi,22,陽平,
1008,匙,tʃʰ,i,22,陽平,湯匙、鑰匙讀音亦同。
1018,兒,ȵ,i,22,陽平,
1019,𠒆,ȵ,i,22,陽平,
1022,離,l,ɐi,22,陽平,離別。
1023,籬,l,ɐi,22,陽平,
1026,璃,l,ɐi,44,陰平,玻璃。
1059,疵,tʃ,ɐi,44,陰平,吹毛求疵。
1093,卑,p,ɐi,44,陰平,
1107,脾,pʰ,ɐi,22,陽平,
1121,施,ʃ,i,44,陰平,
1131,斯,ɬ,ɐi,44,陰平,
1136,廝,ɬ,ɐi,44,陰平,
1137,㒋,ɬ,ɐi,44,陰平,
1157,差,tʃʰ,ɔ,44,陰平,參差。
1171,彌,ȵ,i,22,陽平,
1172,𢏏,ȵ,i,22,陽平,
1188,雌,tʃʰ,ɐi,44,陰平,
1193,知,tʃ,i,44,陰平,
1194,䵹,tʃ,i,44,陰平,蜘蛛。
1195,鼅,tʃ,i,44,陰平,蜘蛛。
1196,蜘,tʃ,i,44,陰平,蜘蛛。
1210,馳,tʃʰ,i,22,陽平,
1212,池,tʃʰ,i,22,陽平,
1225,危,ŋ,ai,22,陽平,
1232,簁,ʃ,ai,44,陰平,篩子。
1251,規,kʰ,uai,44,陰平,
1278,脂,tʃ,i,44,陰平,
1288,姨,h,ɐi,22,陽平,
1291,夷,h,ɐi,22,陽平,
1314,師,ʃ,ɐi,44,陰平,
1317,篩,ʃ,ai,44,陰平,篩子。
1318,獅,ʃ,ɐi,44,陰平,
1323,琵,pʰ,ɐi,22,陽平,琵琶。
1333,枇,pʰ,ɐi,22,陽平,枇杷。
1343,咨,tʃ,ɐi,44,陰平,
1344,資,tʃ,ɐi,44,陰平,
1350,姿,tʃ,ɐi,44,陰平,
1358,飢,k,ɐi,44,陰平,
1360,肌,k,ɐi,44,陰平,
1388,餈,tʃʰ,ɐi,22,陽平,餈巴。
1389,𩜴,tʃʰ,ɐi,22,陽平,餈巴。
1393,瓷,tʃʰ,ɐi,22,陽平,瓷器。
1398,尼,n,ai,22,陽平,
1410,遲,tʃʰ,i,22,陽平,
1411,遟,tʃʰ,i,22,陽平,
1421,私,ɬ,ɐi,44,陰平,
1426,尸,ʃ,i,44,陰平,
1428,屍,ʃ,i,44,陰平,
1437,祁,kʰ,ɐi,22,陽平,
1439,鰭,k,ɐi,22,陽平,
1441,伊,0,ɐi,44,陰平,
1446,棃,l,ɐi,21,陽去,
1447,梨,l,ɐi,21,陽去,
1460,葵,kʰ,uai,22,陽平,
1468,追,tʃ,ui,44,陰平,
1471,龜,k,uai,44,陰平,
1472,龜,k,uai,44,陰平,
1473,𠃾,k,uai,44,陰平,
1484,衰,ʃ,ui,44,陰平,
1487,惟,0,uai,22,陽平,
1489,維,0,uai,22,陽平,
1490,遺,0,uai,22,陽平,
1513,綏,ɬ,ui,44,陰平,
1514,雖,ɬ,ui,44,陰平,
1525,逵,kʰ,uai,22,陽平,
1544,眉,m,ɐi,22,陽平,
1545,睂,m,ɐi,22,陽平,
1550,楣,m,ɐi,22,陽平,
1555,黴,m,ui,22,陽平,
1565,悲,p,ɐi,44,陰平,
1566,錐,tʃ,ui,44,陰平,
1574,誰,ʃ,ui,22,陽平,
1584,丕,pʰ,ɐi,44,陰平,
1585,㔻,pʰ,ɐi,44,陰平,
1603,椎,tʃʰ,ui,22,陽平,
1604,槌,tʃʰ,ui,22,陽平,
1605,桘,tʃʰ,ui,22,陽平,
1630,之,tʃ,i,44,陰平,
1632,芝,tʃ,i,44,陰平,
1633,㞢,tʃ,i,44,陰平,
1634,飴,h,ɐi,22,陽平,高梁飴。
1635,𩛛,h,ɐi,22,陽平,高梁飴。
1636,䬮,h,ɐi,22,陽平,高梁飴。
1661,時,ʃ,i,22,陽平,
1662,旹,ʃ,i,22,陽平,
1668,疑,ȵ,i,22,陽平,
1671,思,ɬ,ɐi,44,陰平,思念。
