字號,字,聲母,韻母,調值,調類,備註
1,東,t,an,55,陰平,
18,同,d,an,13,陽平,
20,童,d,an,13,陽平,
22,銅,d,an,13,陽平,
23,桐,d,an,13,陽平,
28,筒,d,an,13,陽平,
29,瞳,d,an,13,陽平,
63,中,t,an,55,陰平,當中
64,衷,t,an,55,陰平,
65,忠,t,an,55,陰平,
67,蟲,d,an,13,陽平,
75,終,t,an,55,陰平,
92,盅,t,an,55,陰平,
93,崇,dz,an,13,陽平,
106,戎,0,iɛn,13,陽平,
114,絨,0,iɛn,13,陽平,
115,弓,k,an,55,陰平,
117,躬,k,an,55,陰平,
119,宮,k,an,55,陰平,
121,融,0,iɛn,13,陽平,
125,雄,ɣ,iɛn,13,陽平,
126,熊,ɣ,iɛn,13,陽平,
140,窮,dʑ,iɛn,13,陽平,
143,馮,ɣ,an,13,陽平,
150,風,x,an,55,陰平,
152,楓,x,an,55,陰平,
157,豐,x,an,55,陰平,
165,充,tʰ,an,55,陰平,
172,隆,l,an,13,陽平,
178,空,kʰ,an,55,陰平,空虛
192,公,k,an,55,陰平,
193,功,k,an,55,陰平,
194,工,k,an,55,陰平,
200,攻,k,an,55,陰平,
205,蒙,m,an,13,陽平,
232,籠,l,an,13,陽平,
240,聾,l,an,55,陰平,
259,洪,ɣ,an,13,陽平,
262,紅,ɣ,an,13,陽平,
263,虹,k,ɒŋ,35,陰去,
263,虹,ɣ,an,13,陽平,"文,白"
265,鴻,ɣ,an,13,陽平,
282,叢,dz,an,13,陽平,
287,翁,0,an,55,陰平,
297,葱,tsʰ,an,55,陰平,
300,聦,tsʰ,an,55,陰平,
310,通,tʰ,an,55,陰平,
341,蓬,b,an,13,陽平,
343,篷,b,an,13,陽平,
351,烘,x,an,55,陰平,
361,冬,t,an,55,陰平,
396,鬃,ts,an,55,陰平,
401,農,l,an,13,陽平,
412,膿,l,an,13,陽平,
422,宗,ts,an,55,陰平,
424,鬆,s,an,55,陰平,
427,鍾,t,an,55,陰平,鐘愛
428,鐘,t,an,55,陰平,鐘點
445,龍,l,an,13,陽平,
454,舂,tʰ,an,55,陰平,
460,松,dz,an,13,陽平,
460,松,s,an,55,陰平,"文,白"
465,衝,tʰ,an,55,陰平,
475,容,0,iɛn,13,陽平,
476,溶,0,iɛn,13,陽平,
510,封,x,an,55,陰平,
515,胷,ɕ,iɛn,55,陰平,
516,凶,ɕ,iɛn,55,陰平,
522,兇,ɕ,iɛn,55,陰平,
524,匈,ɕ,iɛn,55,陰平,
547,濃,l,an,13,陽平,"文,白"
547,濃,0,iɛn,13,陽平,
553,重,d,an,13,陽平,重複
560,從,dz,an,13,陽平,服從
570,逢,ɣ,an,13,陽平,
571,縫,ɣ,an,13,陽平,縫補
578,峯,x,an,55,陰平,
579,鋒,x,an,55,陰平,
585,蜂,x,an,55,陰平,
595,縱,ts,an,35,陰去,
597,蹤,ts,an,55,陰平,
604,茸,0,iɛn,13,陽平,
633,恭,k,an,55,陰平,
635,供,k,an,35,陰去,未註明異讀原因.供給
635,供,k,an,55,陰平,
664,江,tɕ,iɒŋ,55,陰平,"文,白"
664,江,k,ɒŋ,55,陰平,
